Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,time_s,is_sequential_from_prev,sequence_break,sequence_id,sequence_length,leader_id,gap_distance,leader_vel,rel_vel,time_headway_s,ttc_s,is_near_collision,is_sudden_braking,is_lane_change_point,is_car_following_candidate,ego_Local_Y,distance_from_ego_y,is_ego,scenario_label,window_valid,expected_window_size
925,2430,545.0,1118847221900,5.66,874.335,6451755.58,1872776.13,16.5,8.4,2,22.76,4.39,1,,,,,,,931.0,944.0,42.33,1.86,us-101,1118847221.9,True,0,0,87,931.0,42.327999999999975,23.33,-0.5699999999999967,1.8597539543057984,inf,False,False,False,True,874.335,0.0,True,sudden_braking,True,50
931,2430,579.0,1118847221900,6.328,916.663,6451786.995,1872747.671,17.0,6.4,2,23.33,-8.26,1,,,,,,,913.0,925.0,51.98,2.23,us-101,1118847221.9,True,0,0,67,913.0,51.976999999999975,16.55,6.779999999999998,2.2279039862837537,7.66622418879056,False,True,False,False,874.335,42.327999999999975,False,sudden_braking,True,50
936,2430,462.0,1118847221900,41.699,805.841,6451680.368,1872794.293,16.0,5.9,2,40.4,-0.02,4,,,,,,,932.0,946.0,70.77,1.75,us-101,1118847221.9,True,0,0,66,932.0,70.76599999999996,38.01,2.390000000000001,1.751633663366336,29.60920502092048,False,False,False,True,874.335,-68.49400000000003,False,sudden_braking,True,50
943,2430,479.0,1118847221900,18.667,833.976,6451716.709,1872793.0,16.0,8.5,2,26.38,-10.9,2,,,,,,,928.0,947.0,70.34,2.67,us-101,1118847221.9,True,0,0,69,928.0,70.33600000000001,29.81,-3.43,2.6662623199393485,inf,False,True,False,False,874.335,-40.35900000000004,False,sudden_braking,True,50
944,2430,587.0,1118847221900,5.694,831.748,6451723.598,1872804.218,18.5,7.4,2,16.8,0.18,1,,,,,,,925.0,948.0,42.59,2.53,us-101,1118847221.9,True,0,0,117,925.0,42.58699999999999,22.76,-5.960000000000001,2.5349404761904752,inf,False,False,False,False,874.335,-42.58699999999999,False,sudden_braking,True,50
925,2431,545.0,1118847222000,5.666,876.679,6451757.362,1872774.554,16.5,8.4,2,22.85,-2.55,1,,,,,,,931.0,944.0,42.28,1.85,us-101,1118847222.0,True,0,0,87,931.0,42.27700000000005,22.5,0.3500000000000014,1.8501969365426716,120.7914285714282,False,False,False,True,876.679,0.0,True,sudden_braking,True,50
931,2431,579.0,1118847222000,6.349,918.956,6451788.717,1872746.146,17.0,6.4,2,22.5,-8.45,1,,,,,,,913.0,925.0,51.34,2.28,us-101,1118847222.0,True,0,0,67,913.0,51.34299999999996,16.57,5.93,2.281911111111109,8.65817875210792,False,True,False,False,876.679,42.277000000000044,False,sudden_braking,True,50
936,2431,462.0,1118847222000,41.596,809.879,6451683.459,1872791.711,16.0,5.9,2,40.4,0.27,4,,,,,,,932.0,946.0,70.46,1.74,us-101,1118847222.0,True,0,0,66,932.0,70.46000000000004,37.17,3.229999999999997,1.744059405940595,21.814241486068145,False,False,False,True,876.679,-66.79999999999995,False,sudden_braking,True,50
943,2431,479.0,1118847222000,18.572,836.529,6451718.684,1872791.39,16.0,8.5,2,25.53,-6.27,2,,,,,,,928.0,947.0,70.75,2.77,us-101,1118847222.0,True,0,0,69,928.0,70.75099999999998,29.72,-4.189999999999998,2.7712886799843317,inf,False,True,False,False,876.679,-40.14999999999998,False,sudden_braking,True,50
944,2431,587.0,1118847222000,5.66,833.401,6451724.86,1872803.154,18.5,7.4,2,17.02,4.31,1,,,,,,,925.0,948.0,43.28,2.54,us-101,1118847222.0,True,0,0,117,925.0,43.27800000000002,22.85,-5.830000000000002,2.5427732079906007,inf,False,False,False,False,876.679,-43.27800000000002,False,sudden_braking,True,50
